"","Country","Current.Account.Balance...GDP","Fertility.Rate","Infant.Mortaility.under.5.per.1.000","GDP.per.Capita","Life.Expectancy","X5.Year.Inflation","Unemployment","Literacy.Rate..2018.with.some.data.added.","Electricity.Consumption.2014","Manufacturing...GDP","Services...GDP","Ariculture...GDP","Urbanzation...Population","Government.Spending...GDP","GDP.growth","Natural.Reasorces...GDP","Bank.Account...pop..2014.data.","Female.Male.Bank.Accounts","Gender.Equality.Education","Ease.of.Doing.Buissness.Rank.2019.","Manufacturing.Growth","Services.Growth","Agriculture.Growth","Time.to.Pay.Taxes","Medium.and.High.Tech.Industry..","Homocides.per.100000","Suicides.per.100000","Alcohol.Consumption..2016.","Muslim.Population.Percent","Tariff.Rate.Weighted.Average","Gini.Index.2015.14","Migrant...Population","McDonalds.per.Million","Maternal.Mortality.per.100000","Air.Polution.Deaths.per.100000","Population.Growth.Rate","Exports...GDP","Capital.formation...GDP","CO2.Emissions.per.capita..2014.","Visa.Free.Passport.Destinations","Papers.per.Million","Higher.Education","Press.Freedom.Index.2016.","Age.at.First.Marriage..Female.","Median.Age..2018.","Economic.Complexity","Km.of.roads.per.Million.People..Different.Years.","Steel.Production.per.capita","Height.of.Tallest.Building..meters..2020","X..using.Internet","Hospital.Beds.per.1000..Different.Years.","Basic.Water.Services...Population","Tuberculosis.per.100000.people","Legality.of.Homosexuality..2019.","Legality.of.Marital.Rape..2020.","Wheat.Productivity.per.Hectare","Video.Game.Revenue.Per.Person..2019.","Log.Tourists.Population.","Log.Container.Port.Traffic.Per.Capita.","Log.Patent.Applications.per.Capita.","S.P.Credit.Rating","Year.2020.Constitution.was.adopted","Mortality.Rate.Unsafe.Water.per.100000","Bond.Yeild.8.29.2020","X2009.Importance.of.Religion","ISO3","ISO2","UN"
"222","Sweden",4.148238324,1.85,2.9,50832.55271,82.20487805,7.140692014,7.43200016,100,13480.14822,13.69130341,65.68298837,1.202010785,86.553,31.87067227,4.45656911,0.3986091576,99.7199173,1.000776863,1.09108,10,5.217472126,4.054324515,2.383843761,122,53.60817441,1.1,15.7,9.2,8.1,1.89,29.2,16.76755875,19.4914149,4,7.2,1.057454686,44.29497768,24.44526675,4.478182178,186,2128.560474,62.28248,12.33,33.5,41.2,1.92,59144.09625,0.4490168877,190,90.6102,2.6,100,9.2,0,0,"6,320.40",47.2488225,-0.1794809745,-0.8288774629,-3.681985821,8,NA,0.2,0.02,NA,"SWE","SE","752"
"223","Swaziland",18.26696243,3.065,62.9,3641.408583,55.359,31.26251881,23.64299965,88.41938,NA,31.77958627,49.74691072,9.590903689,23.3,NA,0.3911288606,2.802510696,NA,NA,0.93545,121,1.81843132,5.233573763,3.839694232,122,2.234490637,8.5,13.1,9.9,10,0.99,NA,2.453747951,0,435,137,0.8206260966,42.95703838,12.47117494,1.098404505,74,18.18768093,NA,52.37,NA,21.7,NA,3255.305042,0,39,25.64304,2.1,67.93752,483,0,1,"",NA,-0.1019721382,NA,NA,NA,2005,27.9,NA,NA,"SWZ","SZ","748"
"224","Sint Maarten (Dutch part)",NA,NA,NA,NA,NA,8.694186224,NA,NA,NA,0.9062811043,68.11776416,0.0942951438,100,NA,0.5090659498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.44779972,77.26980039,NA,NA,2.980223174,114.4481115,14.00282885,19.46132413,NA,0,5.90923,NA,NA,41,NA,1365.099807,0,NA,NA,NA,95.07412,5.8,0,NA,"",NA,1.114179914,0.324702388,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","Seychelles",-18.59762125,2.41,14.7,14745.34146,74.29512195,21.57110131,NA,95.86771,NA,5.984088272,70.55345019,2.045977369,55.4,29.15039757,4.937385619,0.1297215807,NA,NA,1.04928,100,7.403895155,4.709637316,-3.962664056,85,NA,7.5,9.4,12,1.1,2.82,NA,13.25890682,0,54,49.3,2.229795053,81.09125801,36.85689099,5.418677963,151,204.5622411,14.38099,30.6,NA,35.4,NA,5437.865959,0,23,54.25962,3.6,96.24901,9.7,0,0,"",NA,0.470473868,NA,NA,NA,1993,0.2,NA,NA,"SYC","SC","690"
"226","Syrian Arab Republic (Syria)",NA,2.94,17.3,NA,69.908,NA,8.392000198,NA,974.3171391,NA,NA,NA,52.168,NA,NA,NA,NA,NA,NA,176,NA,NA,NA,336,21.5193517,NA,1.9,0.3,93,NA,NA,4.730134388,0,30,75.2,-3.913350021,NA,NA,1.640539063,29,14.81824494,42.67733,81.35,NA,24.3,NA,3882.392398,0,120.2,29.9798,1.5,96.89739,20,0,1,"2,233.10",NA,NA,-2.234020663,-4.958544772,NA,2012,3.7,NA,NA,"SYR","SY","760"
"227","Turks and Caicos Islands",NA,NA,NA,24832.59637,NA,9.462363741,NA,NA,NA,0.6984710101,77.21170073,0.5415188657,92.195,NA,5.941270828,NA,NA,NA,NA,NA,1.992352586,4.015885372,15.41565779,NA,NA,NA,NA,NA,0.1,NA,NA,34.03710067,0,NA,NA,1.715529108,NA,NA,5.805988295,NA,0,NA,NA,NA,33.3,NA,3362.885968,0,NA,NA,NA,94.31818,6.4,0,NA,"",NA,1.030514075,NA,NA,NA,NA,NA,NA,NA,"TCA","TC","796"
"228","Chad",NA,6.049,130.5,775.7075235,53.137,-2.29795466,2.171999931,22.31155,NA,2.778290083,33.03970976,50.3955823,22.515,NA,2.767675685,13.26551468,12.43334484,0.4483058946,0.69872,182,-2.499999925,-0.5465650511,10.10000101,732,NA,NA,8.9,1.6,58,13.92,NA,3.682771371,0,1160,280.1,3.222050147,30.00176089,28.45915911,0.05340724185,53,0.8759139606,3.2513,40.59,16,17.8,NA,2851.043248,0,70,3.5,0.4,39.00699,144,0,1,"2,000",NA,-2.070375776,NA,NA,NA,1996,101,NA,NA,"TCD","TD","148"
"229","East Asia & Pacific (IDA & IBRD countries)",NA,1.874398673,17.90407726,6556.420419,74.53395213,15.78682322,4.099392183,95.81489,3079.761906,27.75854806,50.0964022,9.239790134,52.57710226,NA,6.510057128,1.802554465,NA,NA,1.00152,NA,NA,7.648763925,3.187333321,218.4285714,NA,NA,8.370538721,6.339563503,NA,NA,NA,0.4137717518,NA,77,113.3452305,0.7238947217,26.26248222,41.76876096,5.828371644,NA,220.6779416,40.93771,NA,NA,NA,NA,NA,NA,NA,44.29042,NA,90.97246,NA,0,NA,"",NA,-1.124862627,-0.8871990672,-3.315869588,NA,NA,2.236148945,NA,NA,NA,NA,NA
"230","Europe & Central Asia (IDA & IBRD countries)",NA,1.914431355,14.1431395,7981.267098,73.15024724,20.93224351,7.61655689,98.98185,4224.184156,14.36624738,54.64506885,5.26510295,65.8145985,30.59648237,1.224060232,5.532483756,NA,NA,0.98858,NA,2.033938949,1.450850667,3.192427927,252.3295455,NA,NA,18.98724282,8.470647984,NA,NA,NA,6.484364299,NA,19,57.96765542,0.552692351,33.710355,23.63239772,7.40723026,NA,340.1113,64.76299,NA,NA,NA,NA,NA,NA,NA,59.67192,NA,96.35065,NA,0,NA,"",NA,-0.4493052515,-1.443201966,-3.994403606,NA,NA,0.341929665,NA,NA,NA,NA,NA
"231","Togo",-11.02701157,4.516,76.8,570.6807371,59.927,7.902629002,1.692000031,63.74562,154.6652373,4.819407742,30.58390627,39.77254449,40.1,17.79332146,5.742868453,19.40786247,18.25146294,0.7030962047,NA,97,3.357721437,2.654446852,0.008813846792,270,NA,NA,9.4,3.1,20,9.73,43.1,3.79000676,0,398,249.6,2.560945092,35.84635669,32.22329522,0.3673166296,55,11.35712216,10.96299,30.31,NA,19.8,NA,1624.982009,0,102,7.12,0.7,62.91055,52,0,0,"",NA,-1.428535757,-0.9077140366,NA,NA,1992,41.6,NA,NA,"TGO","TG","768"
"232","Thailand",8.002252213,1.538,10.5,5840.046948,76.091,9.594893636,0.5970000029,92.86831,2538.79638,27.53916334,54.86446503,8.8754771,47.694,18.58299568,3.133896962,2.04404932,78.1365509,0.9285768216,0.95383,21,1.593176096,5.190646321,-6.463385383,264,40.70850438,3.5,14.6,8.3,4.3,3.52,36,5.758232652,3.492712042,38,61.5,0.4021507179,68.72134274,22.35570305,4.620377146,78,126.7102083,NA,44.53,21,37.7,0.59,10219.23884,0.05384597731,317,39.31613,2.1,99.29022,163,0,0,"997.2",9.706828882,-0.3610433276,-0.8583056883,-4.824633085,5,2017,3.5,1.46,NA,"THA","TH","764"
"233","Tajikistan",-6.07382178,3.623,37.8,929.0958572,70.137,35.09143348,11.35000038,99.8,1499.485086,8.698229864,42.46178889,21.93283439,26.742,NA,6.008287872,2.353101144,11.45923328,0.6542241486,NA,106,NA,4.182147636,3.200000546,276,2.191604965,NA,2.5,3.3,96.7,7.18,34,3.242910896,0,18,129.3,2.408647884,10.48984996,28.8665054,0.6287301585,58,6.83224612,26.58862,50.34,22.5,24.5,-1.17,3284.469841,0,92,18.98,4.8,78.06479,86,0,1,"3,082.80",NA,-1.310063341,NA,NA,NA,1994,2.7,NA,NA,"TJK","TJ","762"
"234","Turkmenistan",NA,2.93,50.7,6432.680702,67.704,17.79586746,3.839999914,99.7,2678.763514,NA,NA,9.300154032,50.317,NA,6.49999991,18.18988199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,5.4,93.3,NA,NA,3.654711583,0,8,79.3,1.79414627,35.67546429,NA,12.51709612,53,1.114048566,NA,83.44,23.3,27.9,-1.48,10713.37381,0,106.7,14.99677,7.4,98.2223,49,0,0,"1,083.10",NA,NA,NA,NA,NA,1992,4,NA,NA,"TKM","TM","795"
"235","Latin America & the Caribbean (IDA & IBRD countries)",NA,2.096730314,18.02474506,8716.406758,74.8647344,18.98967528,6.686992635,93.75496,2168.323,12.98758884,60.16239586,4.548736091,79.85009866,28.93620047,0.04791245922,3.382112907,NA,NA,1.01668,NA,-2.563792065,0.7700919828,3.484334371,373.5166667,NA,NA,7.004802931,6.942277765,NA,NA,NA,1.35715941,NA,77,39.16187536,1.065858971,20.27583332,20.13521085,3.071084588,NA,151.6751471,48.85942,NA,NA,NA,NA,NA,NA,NA,54.85714,NA,96.15498,NA,0,NA,"",NA,-0.8596652058,-1.130300547,-4.904693568,NA,NA,1.674954751,NA,NA,NA,NA,NA
"236","Timor-Leste",7.26946907,4.219,51,2585.153878,68.459,-5.540584072,3.342999935,68.06683,NA,0.5015460371,32.77254912,8.808715893,29.49,37.68279055,20.62560112,47.37217922,NA,NA,1.00228,181,36.2804878,4.682166161,-5.246526576,156,NA,3.9,4.6,2.1,0.1,2.5,28.7,0.9144429486,0,160,139.8,1.853650827,3.03812602,36.78823827,0.3996965081,95,6.963124696,NA,32.02,NA,18.9,NA,5048.892337,0,36,23,5.9,74.53134,498,0,0,"",NA,-1.285449139,NA,NA,NA,NA,9.9,NA,NA,"TLS","TL","626"
"237","Middle East & North Africa (IDA & IBRD countries)",NA,2.949051431,25.47534356,3972.175733,72.99505261,28.60894336,11.43745961,75.72189,1702.842259,15.13508852,53.58021086,9.864820757,60.42633781,NA,0.9658362216,13.04377761,NA,NA,0.95322,NA,-0.5162985041,0.4652737021,1.890675847,303.75,NA,NA,3.848995827,0.6693707448,NA,NA,NA,3.352382958,NA,65,80.60989073,1.765814064,24.76843328,30.36349734,4.004803622,NA,176.418563,38.02934,NA,NA,NA,NA,NA,NA,NA,43.04917,NA,92.7249,NA,0,NA,"",NA,-0.9121206437,-1.284551278,-5.277193427,NA,NA,2.511969561,NA,NA,NA,NA,NA
"238","Tonga",-14.05721824,3.678,16.8,4320.63799,70.517,11.20467623,1.080000043,99.41437,NA,6.19312138,NA,17.62203049,23.275,31.5565536,3.71184687,0.04228473061,NA,NA,1.01038,103,4.192872117,NA,-2.677942213,200,1.610346075,NA,3.5,1.5,0.1,5.72,37.6,5.397946689,0,54,73.3,-0.2447860337,17.02143955,NA,1.19779665,125,28.08068981,NA,21.24,23.6,23,NA,6747.303559,0,18,38.65127,2.6,99.90664,16,0,0,"",NA,-0.2725963877,NA,NA,NA,1875,1.4,NA,NA,"TON","TO","776"
"239","South Asia (IDA & IBRD)",NA,2.470078836,48.73254772,1541.835813,68.64190068,32.28338254,2.99206852,72.25239,705.3184354,15.28356178,48.87313456,16.73653725,32.73756129,14.98399041,7.480020569,1.651084996,NA,NA,1.03342,NA,11.97314515,8.551031346,0.9576484921,281.6725,NA,NA,13.65027287,4.461817592,NA,NA,NA,0.6601884172,NA,179,179.2845691,1.260452919,18.76409754,30.31161755,1.456572745,NA,65.07550548,22.9204,NA,NA,NA,NA,NA,NA,NA,16.22347,NA,90.8743,NA,0,NA,"",NA,-1.946813347,-1.901438416,-5.126983437,NA,NA,17.82264346,NA,NA,NA,NA,NA
"240","Sub-Saharan Africa (IDA & IBRD countries)",NA,4.912900425,84.7764511,1669.443418,59.95283055,23.75151538,6.076069637,65.57706,484.0425261,10.23251093,53.09573198,15.45933601,38.59107274,25.09154735,2.815843916,7.539892078,NA,NA,0.93087,NA,1.46813016,3.069399472,3.483831452,300.5939362,NA,NA,7.568685693,6.263795925,NA,NA,NA,1.8743852,NA,557,187.0884105,2.734756525,24.16865439,22.92369032,0.8491776905,NA,22.66228125,9.17597,NA,NA,NA,NA,NA,NA,NA,20.74592,NA,59.11022,NA,0,NA,"",NA,-1.359590415,-1.790624518,NA,NA,NA,47.1711815,NA,NA,NA,NA,NA
"241","Trinidad and Tobago",7.38658475,1.767,20.2,18332.49031,72.941,10.61731798,2.210999966,98.7,7092.932612,15.12283077,58.03112563,0.4397846868,53.319,35.84470112,1.777885851,7.854774184,NA,NA,NA,105,2.165572293,2.286877335,35.8623242,210,39.59849921,30.9,13.6,8.4,5.8,NA,NA,3.66763033,4.378513757,68,38.6,0.5844849715,NA,NA,33.96641445,150,110.2290838,NA,23.29,NA,36,NA,6071.539077,0,120,69.19847,3,98.18496,16,0,0,"",NA,-0.4933718553,-0.4200701744,-5.659703277,NA,1976,0.1,NA,NA,"TTO","TT","780"
"242","Tunisia",-8.921183911,2.251,17.2,3859.814436,75.922,20.94859881,15.21800041,79.03643,1454.642287,15.28080994,58.75862395,10.28766185,68.056,NA,1.194541781,2.87849281,27.4323101,0.6044342343,NA,78,0.04125335721,0.7286377232,12.2503478,144,24.87964409,NA,3.4,1.9,99.8,3.94,32.8,0.5038497172,0,46,56.1,1.049753044,40.64230226,19.99560746,2.605932406,69,453.7185277,35.19114,31.6,NA,31.6,-0.32,1781.045692,0,83,46.5,2.3,95.72655,38,0,0,"1,822.70",4.025063084,-0.3193560654,-1.474408555,-4.793167317,3,2014,1,NA,NA,"TUN","TN","788"
"243","Turkey",-3.738673752,2.101,12.6,10948.72461,76.532,37.12422,10.23600006,96.15053,2847.126383,16.71035937,53.30841486,6.903473809,73.611,29.03375342,6.085886616,0.3108100169,56.6774826,0.6428669613,0.98028,33,5.901332775,5.625004372,9.372747716,226,32.84696406,NA,7.3,2,99.8,3.19,42.9,3.769001103,3.22172296,19,46.6,1.666051682,23.34593035,28.36202462,4.479773496,111,423.2025992,NA,50.76,24.8,30.9,0.13,5436.256371,0.4011236096,284,53.74498,2.7,98.89722,18,0,0,"2,707",10.86217267,-0.2986771863,-0.9489695315,-4.166516224,4,1982,0.3,13.56,NA,"TUR","TR","792"
"244","Tuvalu",NA,NA,26.8,3197.795645,NA,13.23146644,NA,NA,NA,NA,NA,16.50809106,59.73,NA,9.142893933,0,NA,NA,1.06901,NA,NA,NA,-3.017105441,NA,NA,NA,NA,1.7,0.1,NA,NA,1.421944332,0,NA,NA,1.150844109,NA,NA,1.002643092,127,98.20704568,NA,NA,22.1,25.7,NA,720.7856564,0,NA,42.7,5.6,99.25784,207,0,1,"",NA,-0.6650726097,NA,NA,NA,1986,NA,NA,NA,"TUV","TV","798"
"245","Tanzania, United Republic of",-8.695366072,5.079,59.1,947.9334465,63.111,45.99071037,2.122999907,77.88723,103.6833158,7.855564961,40.43116643,26.74588573,31.617,14.87007795,6.160628774,6.643685986,39.77947617,0.7554684557,1.04113,141,7.108267499,6.365176111,5.354372446,183,6.600275714,7,5.4,9.4,35.2,7.28,NA,0.4885355305,0,556,139,3.00254051,17.10491135,32.7586922,0.2314269855,71,10.53306656,4.01016,28.65,18.9,17.7,-0.88,1671.631674,0,152.7,20,0.7,52.97909,306,0,1,"935.6",NA,-1.668691677,-1.679848479,-7.71166075,NA,1977,38.4,NA,NA,"TZA","TZ","834"
"246","Uganda",-6.166432729,5.394,54.8,709.0210386,61.373,38.58710645,1.870000005,76.5275,NA,8.704257507,47.93045795,23.9815828,22.06,12.87986393,5.187859863,12.55129466,44.447155,0.6997005112,NA,116,11.63342239,4.806287274,2.345716238,209,11.06715693,NA,9.9,9.5,14,7.88,NA,1.920126168,0,387,155.7,3.496089167,18.44430441,24.61640387,0.1416645274,67,15.98751492,NA,32.58,18.2,15.8,-0.38,523.2115889,0,90,17.83486,0.5,46.23822,202,0,1,"1,582.90",NA,-1.467408225,NA,-6.628110131,3,1995,31.6,NA,NA,"UGA","UG","800"
"247","Ukraine",1.775220221,1.506,9.5,2124.662666,71.1895122,81.11620026,9.140000343,NA,3418.585024,11.90277912,51.16864399,12.05937611,69.061,37.36875322,-9.772973947,4.091239709,52.71481323,0.9568245878,NA,64,-15.23319558,-6.812423511,-4.377992677,346,30.69307218,NA,23.1,8.6,2.5,1.93,25.5,10.78646116,2.059616873,21,70.7,-0.2608057376,52.59767951,15.93331603,5.020747064,129,161.0684619,NA,32.93,25,40.6,0.66,3753.729263,0.4872211957,162.6,48.88464,8.8,93.6569,91,0,0,"4,205.60",3.96420882,-0.560295263,-1.975268611,-4.298479373,3,1996,0.3,NA,NA,"UKR","UA","804"
"248","Upper middle income",NA,1.879896471,14.4,8032.489459,75.01752704,16.6545939,5.802802436,95.18383,3496.057334,20.44333015,54.7698125,6.582760217,63.78657806,NA,3.411957558,3.286780046,71.59576416,0.9226027936,1.00561,NA,NA,3.861485055,3.185146558,318.6045455,NA,NA,10.07937758,6.916793985,NA,4.57,NA,1.927385938,NA,45,82.48194981,0.7720352917,24.79774567,32.1413975,6.527571821,NA,264.8405989,49.16391,NA,NA,NA,NA,NA,NA,NA,52.47555,NA,93.89041,74,0,NA,"",NA,-0.8987247939,-0.9433069266,-3.407110746,NA,NA,1.712680473,NA,NA,NA,NA,NA
"249","Uruguay",-0.9217911432,1.997,8.9,15613.76427,77.369,44.10948406,7.487999916,98.70386,3085.194419,13.24266133,59.32547075,6.131441946,95.045,31.98489646,0.370741267,1.714124024,45.58572769,0.8161460839,NA,101,4.898222097,1.139061244,-1.249714152,277,15.28891327,8.5,19.4,10.8,0.1,4.79,40.1,2.092316749,6.154731714,18,17.5,0.339819684,22.47785125,19.7053904,1.984240835,153,201.6553884,59.69622,15.88,NA,35,0.22,8889.484172,0,160,64.57079,2.8,99.17878,30,0,0,"3,520.90",13.77487574,-0.09006029848,-0.6238286921,-5.11803682,NA,1967,0.4,NA,NA,"URY","UY","858"
"250","United States of America",-2.238115921,1.8435,6.8,56803.47243,78.6902439,8.722901484,5.28000021,NA,12993.96182,11.61535405,76.8170681,1.042560917,81.671,22.48549913,2.880910466,0.2744361245,93.58380127,1.026379618,1.00508,6,0.4959439233,2.84435358,7.607269411,175,47.7157342,5,15,9.8,1.1,1.69,NA,14.49065352,44.11867952,18,13.3,0.7306411782,12.44175298,21.09905161,16.50726562,185,1341.053476,88.88941,22.49,27.1,38.1,1.82,21373.27652,0.2460740714,541.3,74.5542,2.9,99.25836,3.2,0,0,"3,539",98.32047023,-0.6151793929,-0.8084073488,-3.046113785,8,1788,0.2,0.73,NA,"USA","US","840"
"251","Uzbekistan",NA,2.491,25.9,2615.025134,70.928,92.94900605,5.150000095,99.98657,1645.441629,NA,35.9242323,30.7733232,50.75,15.86555682,7.448470308,10.71935544,40.71001434,0.9322877017,0.9872,69,5.886634954,8.410419871,6.102214561,202,NA,1.6,7.4,2.7,96.5,8.73,NA,3.91690324,0,30,81.1,1.744258375,15.33207377,26.06498002,3.420722746,57,9.424292867,8.22409,61.15,22.4,28.6,-0.87,5862.69805,0,108,42.8,4,97.52858,79,0,0,"4,798.80",1.72530025,-1.212680472,NA,-5.036136587,4,1992,0.4,NA,NA,"UZB","UZ","860"
"252","Saint Vincent and Grenadines",-14.53686586,1.953,18,6921.40975,72.095,5.094786653,20.1989994,NA,NA,4.876509143,63.73267891,6.236661753,50.964,25.14540253,1.341638992,0.03235761111,NA,NA,0.99734,130,1.868857741,0.2639430801,-3.531117324,108,NA,NA,2.7,8.2,1.7,7.15,NA,4.181359741,0,64,47.6,0.2632920345,37.8349317,25.77983212,1.920054014,148,4.214461099,23.66992,NA,NA,33.6,NA,7595.19185,0,43,17.13207,2.6,95.14522,7.4,0,0,"",NA,-0.1629545188,-0.7680361056,NA,NA,1979,1.3,NA,NA,"VCT","VC","670"
"253","Venezuela (Bolivarian Republic)",NA,2.34,19.4,NA,72.584,118.1517858,6.820000172,97.12709,2718.942775,NA,NA,NA,88.154,NA,NA,NA,57.02632523,0.8715156323,1.0183,188,-8.085256135,NA,NA,792,34.28246585,NA,3.8,5.6,0.4,10.67,NA,4.514736572,4.42127372,115,34.6,0.1220584002,NA,NA,6.164731034,129,32.99732872,NA,44.77,22.7,28.3,NA,3211.307398,0,262.5,64,0.8,95.83302,30,0,0,"2,978.70",NA,-1.581227235,-1.620188306,-5.80620638,1,1999,1.4,10.43,NA,"VEN","VE","862"
"254","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.583,NA,NA,NA,NA,NA,0.98788,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,57.46920344,0,NA,NA,0.5607073392,NA,NA,6.198316603,NA,0,42.25856,NA,NA,36.5,NA,6860.592755,0,NA,NA,NA,99.86438,0,0,NA,"",NA,1.129724195,NA,NA,NA,NA,NA,NA,NA,"VGB","VG","092"
"255","Virgin Islands, US",NA,2.11,NA,34797.14047,79.16829268,18.00459865,8.923000336,NA,NA,NA,NA,NA,95.35,NA,0.1941747573,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,53.36387841,55.70513416,NA,NA,-0.1614145457,74.57310566,NA,NA,NA,0,NA,NA,NA,41,NA,11698.07817,0,NA,54.83914,18.7,98.71827,NA,0,NA,"",NA,0.7752790022,NA,NA,NA,NA,NA,NA,NA,"VIR","VI","850"
"256","Viet Nam",0.4688443396,2.014,21.8,2085.101484,75.11,40.41894362,1.858999968,95.00038,1423.688345,13.6947269,39.73328958,16.992212,33.809,NA,6.679288789,3.284042748,30.9509449,1.074211958,NA,70,10.59991204,6.32503191,2.40823276,770,38.69011406,NA,7.2,8.4,0.1,3.14,34.8,0.07789713082,0.2373834064,45,64.5,1.043962275,89.77924864,27.67672773,1.819893977,54,24.81142154,29.07346,74.27,22.8,30.5,-0.71,2153.358831,0.06150388258,461.2,45,2.6,93.19887,199,0,0,"",5.092953084,-1.066933088,-0.9070844226,-5.202049339,4,2013,1.6,2.88,NA,"VNM","VN","704"
"257","Vanuatu",-11.11933589,3.898,28.6,2721.635936,69.869,10.63833061,5.526000023,87.50631,NA,3.592166615,NA,26.60491141,24.961,23.81360149,-0.8010941774,0.8140058895,NA,NA,0.98793,107,NA,NA,NA,120,NA,NA,4.5,1,0.1,4.84,NA,1.204222904,0,76,135.6,2.707363995,NA,NA,0.5836339659,130,39.20628481,NA,NA,20.8,22,NA,3946.446354,0,22,22.3514,1.7,89.98817,63,0,0,"",NA,-0.4789350646,NA,NA,NA,1980,10.4,NA,NA,"VUT","VU","548"
"258","World",NA,2.456029712,42.4,10217.65601,71.94789833,15.13956838,5.21666888,86.30101,3130.709684,15.6350422,64.85246529,3.513252282,53.9133732,27.2255168,2.85293936,1.93950784,62.00258255,0.8915990665,0.99435,NA,2.399538013,2.783300369,2.576674037,254.867963,NA,6,10.75233895,6.37966177,NA,3.06,NA,3.346252722,NA,219,114.1570865,1.169001823,29.31275621,24.50782593,4.981255911,NA,312.586736,36.80101,NA,NA,30.4,NA,NA,NA,NA,41.68848,NA,88.76126,141,0,NA,"",NA,-0.7758233828,-1.021873072,-3.595239252,NA,NA,11.76126013,NA,NA,NA,NA,NA
"259","Samoa",-1.585359965,4.029,17.2,4155.279353,72.73,11.02769408,8.616000175,99.09577,NA,9.773010766,NA,9.520889431,18.914,29.31674352,1.45106458,0.3816636421,NA,NA,1.04809,98,-5.265475233,6.377016237,-1.477327605,224,NA,NA,4.5,2.5,0.1,10.28,NA,2.550872544,5.167611478,45,85,0.6698941922,28.37533374,NA,1.030157995,131,57.72222021,NA,18.8,NA,24.4,NA,12076.70802,0,34,25.40701,1,96.89848,11,0,0,"",NA,-0.1795001761,-0.8439325873,-5.286710146,NA,1960,1.5,NA,NA,"WSM","WS","882"
"260","Kosovo",-8.499003628,2.09,NA,3574.543333,71.34634146,11.7599548,NA,NA,2804.369305,10.77642703,47.51493758,10.32471804,NA,NA,4.094454536,0.9317717543,47.80315018,0.6110662638,NA,57,4.835076325,1.403179244,-4.097824182,155,NA,2.3,NA,NA,95.6,NA,26.5,NA,0,NA,NA,-1.103885809,21.93728303,27.57529737,NA,40,75.94627595,NA,30.5,NA,29.1,NA,3860.02886,0,NA,NA,NA,NA,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","Yemen",-7.098623552,4.103,55,1608.744312,66.085,67.50852271,14.02299976,NA,219.7999224,6.824405783,23.25967256,7.07414417,34.777,NA,-16.67846313,1.310387441,6.448482037,0.1467287186,NA,187,NA,-12.50676596,-12.50676601,248,2.064957172,NA,8.6,0.1,99.1,5.14,36.7,1.282529228,0,169,194.2,2.578072024,NA,NA,0.8789956119,33,4.050888733,NA,67.07,NA,19.5,-0.91,2733.802681,0,100,24.08541,0.7,63.17181,48,0,1,"1,735.80",NA,-1.858900367,-1.846869926,-6.724241272,NA,1991,10.2,NA,NA,"YEM","YE","887"
"262","South Africa",-4.589518833,2.484,37.7,5730.934174,62.649,28.68787879,25.15600014,87.04667,4197.907047,12.02167766,61.38933856,2.088751184,64.828,35.86752658,1.193732801,4.530159603,70.31745148,1.001345911,0.95531,84,-0.4489953422,1.566921453,-5.87927928,198,24.42803382,33.8,11.8,9.3,1.9,4.38,63,5.767090449,4.965120749,125,86.7,1.528926307,30.15288833,20.91795716,8.979062348,101,197.9617114,NA,21.92,29,27.1,0.3,13541.49118,0.1372178825,234,51.91912,2.8,91.85278,759,0,0,"3,756.20",NA,-0.7938177277,-1.074802664,-4.794501118,4,1997,13.7,9.32,NA,"ZAF","ZA","710"
"263","Zambia",-3.628805208,4.918,64.6,1332.194321,61.737,39.93114886,7.446000099,86.74796,717.3491679,7.522312823,56.22040657,4.98082954,41.907,23.11191266,2.91988111,16.18735446,35.64487076,0.871841966,NA,85,5.417179755,2.20375613,-7.736210548,191,10.0830041,5.3,6.1,4.8,1,3.95,57.1,0.7890256503,0,232,127.2,3.066874538,37.13845102,42.80506552,0.2924122225,71,9.901531932,NA,35.08,18.7,16.8,-0.22,2547.583621,0,90,21,2,58.68752,391,0,0,"6,600.50",NA,-1.23141711,NA,-5.899803026,2,1991,34.9,33,NA,"ZMB","ZM","894"
"264","Zimbabwe",-8.407759962,3.896,54.3,1445.071062,59.534,16.30802844,5.438000202,88.69342,609.1259521,11.88859922,58.6510603,8.284246903,32.385,19.28704268,1.779872703,6.698086904,32.38925171,0.8060242862,NA,140,0.1999975567,2.513315864,-5.205849081,242,21.82291958,NA,10.6,4.8,0.7,5.72,NA,2.556382525,0,480,133,1.663812851,19.16017579,10.03564042,0.8847212943,65,19.47066403,10.00655,40.41,19.9,20,-0.7,7051.799943,0,90,22.74282,1.7,64.98583,242,0,0,"1,829.40",NA,-0.8271049345,NA,-6.186096717,NA,2013,24.6,NA,NA,"ZWE","ZW","716"
